transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20241101_000001,USER_0655,2024-11-01 00:47:17,MERCH_0058,Merchant_0057,Groceries,Sugar 5kg,2971.18,50.79,110.03,192,UPI,Successful,Android,Urban,INR,2024-11-01 00:47:17
TXN_20241101_000002,USER_0239,2024-11-01 19:01:35,MERCH_0259,Merchant_0258,Groceries,Fish 1kg,1574.57,38.97,17.35,99,Debit Card,Successful,Android,Suburban,INR,2024-11-01 19:01:35
TXN_20241101_000003,USER_0715,2024-11-01 10:17:09,MERCH_0217,Merchant_0216,Groceries,Coffee Powder 500g,3455.38,57.13,62.02,257,UPI,Successful,Android,Urban,INR,2024-11-01 10:17:09
TXN_20241101_000004,USER_0128,2024-11-01 12:05:35,MERCH_0499,Merchant_0498,Travel,Metro Card Recharge,8291.86,234.51,79.72,775,Credit Card,Successful,iOS,Rural,INR,2024-11-01 12:05:35
TXN_20241101_000005,USER_0876,2024-11-01 03:24:17,MERCH_0120,Merchant_0119,Education,Study Lamp,1430.6,39.36,25.41,85,Credit Card,Successful,iOS,Urban,INR,2024-11-01 03:24:17
TXN_20241101_000006,USER_0651,2024-11-01 17:46:15,MERCH_0088,Merchant_0087,Food,Noodles Bowl,1430.62,29.6,0.0,0,Credit Card,Failed,Android,Urban,INR,2024-11-01 17:46:15
TXN_20241101_000007,USER_0864,2024-11-01 01:14:52,MERCH_0394,Merchant_0393,Electronics,JBL Flip 6,8771.06,184.35,400.46,559,Credit Card,Successful,Android,Urban,INR,2024-11-01 01:14:52
TXN_20241101_000008,USER_0906,2024-11-01 20:29:09,MERCH_0469,Merchant_0468,Travel,Bus Ticket Volvo,3894.94,72.83,51.17,245,Debit Card,Successful,Android,Urban,INR,2024-11-01 20:29:09
TXN_20241101_000009,USER_0142,2024-11-01 15:05:48,MERCH_0261,Merchant_0260,Electronics,Realme Narzo,1130.62,19.55,38.47,70,UPI,Successful,Android,Urban,INR,2024-11-01 15:05:48
TXN_20241101_000010,USER_0258,2024-11-01 17:55:00,MERCH_0498,Merchant_0497,Fashion,Woodland Shoes,3110.57,87.94,119.54,232,UPI,Successful,Android,Urban,INR,2024-11-01 17:55:00
TXN_20241101_000011,USER_0740,2024-11-01 23:16:32,MERCH_0449,Merchant_0448,Food,Sushi Platter,1137.49,32.63,16.97,69,Credit Card,Successful,Android,Suburban,INR,2024-11-01 23:16:32
TXN_20241101_000012,USER_0553,2024-11-01 16:58:00,MERCH_0489,Merchant_0488,Others,Home Decor Item,1134.87,25.34,20.6,57,Debit Card,Successful,Android,Urban,INR,2024-11-01 16:58:00
TXN_20241101_000013,USER_0581,2024-11-01 02:05:46,MERCH_0485,Merchant_0484,Education,Textbook Set,2302.99,68.33,14.48,138,Wallet Balance,Successful,Android,Urban,INR,2024-11-01 02:05:46
TXN_20241101_000014,USER_0622,2024-11-01 06:59:34,MERCH_0217,Merchant_0216,Groceries,Fish 1kg,266.86,5.25,0.0,0,Credit Card,Pending,Android,Urban,INR,2024-11-01 06:59:34
TXN_20241101_000015,USER_0124,2024-11-01 07:04:21,MERCH_0127,Merchant_0126,Electronics,Lenovo ThinkPad,322.17,7.68,11.4,30,UPI,Successful,Android,Urban,INR,2024-11-01 07:04:21
TXN_20241101_000016,USER_0527,2024-11-01 08:42:31,MERCH_0122,Merchant_0121,Groceries,Vegetables Basket,1030.41,17.5,29.42,69,Debit Card,Successful,iOS,Urban,INR,2024-11-01 08:42:31
TXN_20241101_000017,USER_0100,2024-11-01 13:22:27,MERCH_0338,Merchant_0337,Health,Doctor Consultation,656.66,18.36,21.45,39,UPI,Successful,iOS,Suburban,INR,2024-11-01 13:22:27
TXN_20241101_000018,USER_0112,2024-11-01 06:12:34,MERCH_0128,Merchant_0127,Education,Laptop for Study,2475.62,52.8,30.92,128,UPI,Successful,iOS,Urban,INR,2024-11-01 06:12:34
TXN_20241101_000019,USER_0052,2024-11-01 17:53:00,MERCH_0334,Merchant_0333,Fashion,Ray-Ban Sunglasses,729.22,19.18,14.82,49,Debit Card,Successful,Web,Urban,INR,2024-11-01 17:53:00
TXN_20241101_000020,USER_0003,2024-11-01 08:59:50,MERCH_0200,Merchant_0199,Education,School Fee Payment,440.41,9.4,0.0,0,Bank Transfer,Failed,Android,Suburban,INR,2024-11-01 08:59:50
TXN_20241101_000021,USER_0159,2024-11-01 09:13:03,MERCH_0098,Merchant_0097,Others,Baby Products,7829.46,181.12,22.38,494,UPI,Successful,iOS,Urban,INR,2024-11-01 09:13:03
TXN_20241101_000022,USER_0984,2024-11-01 02:54:11,MERCH_0261,Merchant_0260,Fashion,Peter England Suit,1442.63,23.11,29.12,74,UPI,Successful,Android,Urban,INR,2024-11-01 02:54:11
TXN_20241101_000023,USER_0084,2024-11-01 21:37:36,MERCH_0215,Merchant_0214,Bills,Broadband Bill,1934.35,56.14,69.27,156,UPI,Successful,iOS,Urban,INR,2024-11-01 21:37:36
TXN_20241101_000024,USER_0324,2024-11-01 02:00:29,MERCH_0476,Merchant_0475,Others,Stationery Set,434.96,13.02,4.64,34,Wallet Balance,Successful,iOS,Suburban,INR,2024-11-01 02:00:29
TXN_20241101_000025,USER_0379,2024-11-01 05:28:53,MERCH_0146,Merchant_0145,Bills,DTH Recharge,1049.03,25.36,0.0,0,Credit Card,Failed,Android,Suburban,INR,2024-11-01 05:28:53
TXN_20241101_000026,USER_0307,2024-11-01 21:06:56,MERCH_0478,Merchant_0477,Food,Chicken Tikka,2020.14,33.8,55.88,158,Credit Card,Successful,iOS,Urban,INR,2024-11-01 21:06:56
TXN_20241101_000027,USER_0650,2024-11-01 08:32:31,MERCH_0437,Merchant_0436,Travel,Flight Delhi-Mumbai,571.92,9.37,7.91,56,Debit Card,Successful,iOS,Urban,INR,2024-11-01 08:32:31
TXN_20241101_000028,USER_0760,2024-11-01 17:45:27,MERCH_0227,Merchant_0226,Bills,Electricity Bill,2632.52,43.91,90.96,229,UPI,Successful,Android,Urban,INR,2024-11-01 17:45:27
TXN_20241101_000029,USER_0441,2024-11-01 01:19:23,MERCH_0066,Merchant_0065,Electronics,Amazon Echo Dot,991.64,18.0,5.1,55,Debit Card,Successful,Android,Urban,INR,2024-11-01 01:19:23
TXN_20241101_000030,USER_0159,2024-11-01 07:55:10,MERCH_0474,Merchant_0473,Food,Veg Thali,1350.6,20.76,22.43,69,Debit Card,Successful,iOS,Suburban,INR,2024-11-01 07:55:10
TXN_20241101_000031,USER_0274,2024-11-01 22:06:24,MERCH_0082,Merchant_0081,Electronics,Canon EOS Camera,990.58,18.16,22.8,75,Debit Card,Successful,Android,Urban,INR,2024-11-01 22:06:24
TXN_20241101_000032,USER_0198,2024-11-01 10:17:55,MERCH_0205,Merchant_0204,Fashion,Fastrack Watch,11525.05,221.13,230.32,581,UPI,Successful,Web,Urban,INR,2024-11-01 10:17:55
TXN_20241101_000033,USER_0994,2024-11-01 05:37:16,MERCH_0134,Merchant_0133,Electronics,Realme Narzo,1783.8,42.72,70.14,124,Bank Transfer,Successful,Android,Suburban,INR,2024-11-01 05:37:16
TXN_20241101_000034,USER_0195,2024-11-01 01:45:27,MERCH_0131,Merchant_0130,Electronics,HP Pavilion,627.84,12.85,20.85,47,UPI,Successful,iOS,Suburban,INR,2024-11-01 01:45:27
TXN_20241101_000035,USER_0308,2024-11-01 09:42:26,MERCH_0260,Merchant_0259,Entertainment,Gaming Console,4115.62,104.78,39.48,247,UPI,Successful,iOS,Urban,INR,2024-11-01 09:42:26
TXN_20241101_000036,USER_0583,2024-11-01 12:35:53,MERCH_0155,Merchant_0154,Electronics,Boat Airdopes,533.34,10.3,15.47,32,UPI,Successful,Android,Urban,INR,2024-11-01 12:35:53
TXN_20241101_000037,USER_0485,2024-11-01 23:10:42,MERCH_0407,Merchant_0406,Fashion,Levi's Jeans,2228.01,50.65,37.34,122,Debit Card,Successful,iOS,Urban,INR,2024-11-01 23:10:42
TXN_20241101_000038,USER_0204,2024-11-01 00:02:15,MERCH_0076,Merchant_0075,Education,Educational Software,254.76,7.07,5.28,15,UPI,Successful,iOS,Urban,INR,2024-11-01 00:02:15
TXN_20241101_000039,USER_0250,2024-11-01 20:44:00,MERCH_0076,Merchant_0075,Fashion,Fastrack Watch,479.05,10.24,22.95,31,UPI,Successful,Android,Suburban,INR,2024-11-01 20:44:00
TXN_20241101_000040,USER_0468,2024-11-01 14:42:33,MERCH_0069,Merchant_0068,Bills,Property Tax,2201.43,43.5,48.71,121,Debit Card,Successful,Android,Rural,INR,2024-11-01 14:42:33
TXN_20241101_000041,USER_0457,2024-11-01 05:47:55,MERCH_0460,Merchant_0459,Education,Workshop Pass,3783.73,71.47,120.64,214,UPI,Successful,iOS,Urban,INR,2024-11-01 05:47:55
TXN_20241101_000042,USER_0080,2024-11-01 09:15:17,MERCH_0366,Merchant_0365,Entertainment,YouTube Premium,2146.02,60.94,16.18,155,UPI,Successful,Android,Urban,INR,2024-11-01 09:15:17
TXN_20241101_000043,USER_0339,2024-11-01 14:26:03,MERCH_0278,Merchant_0277,Groceries,Milk 2L,1610.58,33.57,76.19,157,Debit Card,Successful,Android,Urban,INR,2024-11-01 14:26:03
TXN_20241101_000044,USER_0966,2024-11-01 09:48:24,MERCH_0181,Merchant_0180,Health,Health Insurance Premium,1337.95,35.07,40.36,109,UPI,Successful,Android,Urban,INR,2024-11-01 09:48:24
TXN_20241101_000045,USER_0345,2024-11-01 21:51:25,MERCH_0343,Merchant_0342,Food,Noodles Bowl,412.19,11.87,0.0,0,UPI,Failed,Web,Urban,INR,2024-11-01 21:51:25
TXN_20241101_000046,USER_0679,2024-11-01 02:41:27,MERCH_0014,Ola,Food,Noodles Bowl,880.21,15.6,14.41,60,UPI,Successful,iOS,Urban,INR,2024-11-01 02:41:27
TXN_20241101_000047,USER_0975,2024-11-01 13:16:53,MERCH_0426,Merchant_0425,Fashion,Van Heusen Shirt,1140.66,17.44,57.03,84,Credit Card,Successful,iOS,Urban,INR,2024-11-01 13:16:53
TXN_20241101_000048,USER_0773,2024-11-01 07:12:53,MERCH_0016,Redbus,Electronics,MacBook Air M2,5203.68,96.67,29.76,267,UPI,Successful,Android,Urban,INR,2024-11-01 07:12:53
TXN_20241101_000049,USER_0621,2024-11-01 23:45:07,MERCH_0311,Merchant_0310,Food,Chicken Tikka,2549.41,42.37,39.77,151,Wallet Balance,Successful,Android,Suburban,INR,2024-11-01 23:45:07
TXN_20241101_000050,USER_0078,2024-11-01 22:53:40,MERCH_0304,Merchant_0303,Groceries,Wheat Flour 10kg,310.12,7.9,10.61,17,Debit Card,Successful,Android,Urban,INR,2024-11-01 22:53:40
TXN_20241101_000051,USER_0546,2024-11-01 21:23:04,MERCH_0220,Merchant_0219,Bills,Maintenance Charges,2500.09,50.3,102.8,226,Wallet Balance,Successful,iOS,Suburban,INR,2024-11-01 21:23:04
TXN_20241101_000052,USER_0725,2024-11-01 13:11:46,MERCH_0079,Merchant_0078,Bills,Maintenance Charges,1230.18,23.44,33.1,82,UPI,Successful,iOS,Urban,INR,2024-11-01 13:11:46
TXN_20241101_000053,USER_0873,2024-11-01 02:17:56,MERCH_0126,Merchant_0125,Education,Notebook Pack,918.81,24.13,30.7,68,UPI,Successful,Android,Urban,INR,2024-11-01 02:17:56
TXN_20241101_000054,USER_0364,2024-11-01 08:21:17,MERCH_0409,Merchant_0408,Others,Baby Products,3333.16,94.0,86.1,279,UPI,Successful,Android,Urban,INR,2024-11-01 08:21:17
TXN_20241101_000055,USER_0247,2024-11-01 15:41:45,MERCH_0354,Merchant_0353,Education,Workshop Pass,5069.51,136.34,56.17,299,UPI,Successful,Android,Urban,INR,2024-11-01 15:41:45
TXN_20241101_000056,USER_0544,2024-11-01 13:47:35,MERCH_0177,Merchant_0176,Entertainment,YouTube Premium,4588.37,117.2,57.68,409,UPI,Successful,Android,Urban,INR,2024-11-01 13:47:35
TXN_20241101_000057,USER_0781,2024-11-01 05:12:13,MERCH_0354,Merchant_0353,Education,School Fee Payment,781.16,20.21,0.0,0,UPI,Failed,Android,Urban,INR,2024-11-01 05:12:13
TXN_20241101_000058,USER_0199,2024-11-01 07:23:11,MERCH_0152,Merchant_0151,Travel,Flight Delhi-Mumbai,1327.15,34.0,3.02,125,UPI,Successful,Web,Urban,INR,2024-11-01 07:23:11
TXN_20241101_000059,USER_0771,2024-11-01 03:55:00,MERCH_0252,Merchant_0251,Others,Plants,2518.11,55.5,23.21,239,Wallet Balance,Successful,Android,Suburban,INR,2024-11-01 03:55:00
TXN_20241101_000060,USER_0411,2024-11-01 02:36:40,MERCH_0252,Merchant_0251,Electronics,MacBook Air M2,4796.04,82.67,72.86,240,UPI,Successful,iOS,Urban,INR,2024-11-01 02:36:40
TXN_20241101_000061,USER_0810,2024-11-01 07:49:33,MERCH_0317,Merchant_0316,Health,Doctor Consultation,1119.71,32.05,32.95,78,UPI,Successful,Android,Rural,INR,2024-11-01 07:49:33
TXN_20241101_000062,USER_0102,2024-11-01 06:40:13,MERCH_0486,Merchant_0485,Travel,Train Ticket AC,1501.68,26.06,5.64,149,UPI,Successful,Android,Urban,INR,2024-11-01 06:40:13
TXN_20241101_000063,USER_0238,2024-11-01 22:18:44,MERCH_0148,Merchant_0147,Education,Textbook Set,598.04,15.14,23.56,36,Credit Card,Successful,Web,Urban,INR,2024-11-01 22:18:44
TXN_20241101_000064,USER_0558,2024-11-01 20:09:58,MERCH_0116,Merchant_0115,Travel,Bus Ticket Volvo,546.64,8.79,8.41,31,UPI,Successful,Android,Urban,INR,2024-11-01 20:09:58
TXN_20241101_000065,USER_0706,2024-11-01 22:25:17,MERCH_0156,Merchant_0155,Bills,Insurance Premium,4074.59,91.3,8.12,284,UPI,Successful,Android,Urban,INR,2024-11-01 22:25:17
TXN_20241101_000066,USER_0985,2024-11-01 18:37:01,MERCH_0346,Merchant_0345,Travel,Metro Card Recharge,7018.05,109.51,165.1,424,Wallet Balance,Successful,Android,Urban,INR,2024-11-01 18:37:01
TXN_20241101_000067,USER_0651,2024-11-01 15:05:30,MERCH_0417,Merchant_0416,Entertainment,Gaming Console,1682.42,33.65,72.15,126,Credit Card,Successful,Android,Rural,INR,2024-11-01 15:05:30
TXN_20241101_000068,USER_0834,2024-11-01 17:02:29,MERCH_0390,Merchant_0389,Fashion,H&M T-Shirt,4932.16,92.66,190.52,264,Debit Card,Successful,Android,Suburban,INR,2024-11-01 17:02:29
TXN_20241101_000069,USER_0474,2024-11-01 01:12:33,MERCH_0212,Merchant_0211,Entertainment,Magazine Subscription,2595.76,68.39,98.64,215,UPI,Successful,Web,Urban,INR,2024-11-01 01:12:33
TXN_20241101_000070,USER_0716,2024-11-01 03:01:40,MERCH_0249,Merchant_0248,Others,Cosmetics,948.5,17.63,26.12,61,UPI,Successful,Web,Rural,INR,2024-11-01 03:01:40
TXN_20241101_000071,USER_0473,2024-11-01 03:41:53,MERCH_0485,Merchant_0484,Food,Noodles Bowl,2595.14,75.23,91.53,183,UPI,Successful,Android,Urban,INR,2024-11-01 03:41:53
TXN_20241101_000072,USER_0149,2024-11-01 06:58:38,MERCH_0197,Merchant_0196,Bills,Gas Cylinder,8417.23,235.35,332.48,594,Wallet Balance,Successful,Android,Suburban,INR,2024-11-01 06:58:38
TXN_20241101_000073,USER_0290,2024-11-01 09:53:37,MERCH_0372,Merchant_0371,Others,Toys Pack,1744.41,38.98,46.98,129,UPI,Successful,Android,Urban,INR,2024-11-01 09:53:37
TXN_20241101_000074,USER_0330,2024-11-01 06:44:15,MERCH_0446,Merchant_0445,Others,Kitchenware,8644.2,159.95,18.86,495,Credit Card,Successful,iOS,Urban,INR,2024-11-01 06:44:15
TXN_20241101_000075,USER_0680,2024-11-01 20:09:31,MERCH_0406,Merchant_0405,Electronics,MacBook Air M2,131.66,2.97,5.73,7,UPI,Successful,Android,Urban,INR,2024-11-01 20:09:31
TXN_20241101_000076,USER_0740,2024-11-01 13:55:41,MERCH_0074,Merchant_0073,Food,Pizza Large,4112.98,90.66,0.0,0,UPI,Failed,iOS,Urban,INR,2024-11-01 13:55:41
TXN_20241101_000077,USER_0873,2024-11-01 21:54:34,MERCH_0169,Merchant_0168,Health,Fitness Band,1972.48,48.13,48.12,127,Credit Card,Successful,Android,Urban,INR,2024-11-01 21:54:34
TXN_20241101_000078,USER_0295,2024-11-01 23:05:27,MERCH_0117,Merchant_0116,Fashion,Fastrack Watch,1340.76,32.86,29.74,79,Wallet Balance,Successful,Android,Suburban,INR,2024-11-01 23:05:27
TXN_20241101_000079,USER_0301,2024-11-01 11:27:09,MERCH_0184,Merchant_0183,Groceries,Vegetables Basket,1981.8,41.98,17.84,168,Credit Card,Successful,Android,Urban,INR,2024-11-01 11:27:09
TXN_20241101_000080,USER_0510,2024-11-01 18:09:14,MERCH_0468,Merchant_0467,Education,Study Lamp,247.75,4.66,0.12,13,Wallet Balance,Successful,iOS,Urban,INR,2024-11-01 18:09:14
TXN_20241101_000081,USER_0453,2024-11-01 11:37:19,MERCH_0484,Merchant_0483,Health,Yoga Mat,1451.46,31.72,72.53,78,UPI,Successful,Android,Urban,INR,2024-11-01 11:37:19
TXN_20241101_000082,USER_0303,2024-11-01 09:01:53,MERCH_0359,Merchant_0358,Health,Yoga Mat,2584.05,39.07,100.56,130,Wallet Balance,Successful,iOS,Suburban,INR,2024-11-01 09:01:53
TXN_20241101_000083,USER_0925,2024-11-01 07:38:51,MERCH_0147,Merchant_0146,Entertainment,Game CD,7925.92,194.58,268.6,460,Credit Card,Successful,iOS,Urban,INR,2024-11-01 07:38:51
TXN_20241101_000084,USER_0926,2024-11-01 20:02:19,MERCH_0322,Merchant_0321,Education,Online Course Fee,1076.78,25.51,4.85,83,Credit Card,Successful,Android,Urban,INR,2024-11-01 20:02:19
TXN_20241101_000085,USER_0553,2024-11-01 11:33:32,MERCH_0449,Merchant_0448,Travel,Bus Ticket Volvo,805.53,15.19,19.41,44,Credit Card,Successful,Android,Urban,INR,2024-11-01 11:33:32
TXN_20241101_000086,USER_0987,2024-11-01 04:48:14,MERCH_0039,Merchant_0038,Health,Health Insurance Premium,1094.71,22.43,0.76,71,UPI,Successful,iOS,Urban,INR,2024-11-01 04:48:14
TXN_20241101_000087,USER_0599,2024-11-01 20:23:06,MERCH_0196,Merchant_0195,Groceries,Eggs Dozen,4516.09,69.44,126.77,235,UPI,Successful,Android,Suburban,INR,2024-11-01 20:23:06
